Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Braised Pork Belly,https://github.com/KostKater/ML/blob/main/Gambar/braised-pork-belly-.jpg?raw=true,"Daging perut babi yang dimasak dengan bumbu hingga empuk dan lezat, menciptakan hidangan yang kaya rasa.",Daun bawang,"Daun, bawang",400,20,35,5,0,"Langkah 1
Campurkan pork belly, jahe dan bawang putih aduk rata
Langkah 2
Tumis di wajan tanpa minyak, terus aduk sampai bawang putih dan jahe harum, minyak dari pork belly akan keluar jadi tidak perlu menambahkan minyak
Langkah 3
Masukan gula batu, aduk rata sampai meleleh, masukan kecap asin, kecap manis, mirin, bumbu ngohiong, lada, aduk dengan pork belly sampai wangi. Tambahkan air/ kaldu
Langkah 4
Setelah mendidih, masak dengan api kecil masak selama 1 jam, sesekali aduk.
Langkah 5
Setelah meresap. Besarkan api, aduk terus selama 1-2 mnt agar kuah mengental","Rp50,000",0
"Babi Goreng Kunyit Ketumbar",https://github.com/KostKater/ML/blob/main/Gambar/babi-goreng-kunyit-.jpg?raw=true,"Potongan daging babi yang digoreng dengan kunyit dan ketumbar, memberikan hidangan yang harum dan menggugah selera.","Marinasi :
500 gr Pork Belly campur Kapsim (potong2 agak kecil)
1 pc Perasan Jeruk Nipis
4 siung Bawang Putih (haluskan)
2 ruas Kunyit (haluskan)
1 tsp Ketumbar Bubuk
1/2 tbsp Garam
1 tsp Vetsin HK / Totole
2 tsp Merica Bubuk
Bahan Lain :
Secukupnya Air
Secukupnya Minyak Goreng

","daging babi, Jeruk Nipis, Bawang Putih, Kunyit, Ketumbar Bubuk, Garam, Vetsin HK / Totole, Merica Bubuk, Air, Minyak Goreng",300,15,20,10,0,"Langkah 1
Beri perasan jeruk nipis dan garam ke daging yg sudah dipotong2, campur remas2. Lalu beri sisa bahan2 marinasi, remas2 kembali merata. Tekan2 lalu tutup wadah dan simpan dalam kulkas minimal 1jam. Saya simpan semalaman dalam kulkas dalam wadah tertutup.
Langkah 2
Panaskan wajan, masukkan marinasi daging, aduk2 sebentar sampai daging berubah warna. Lalu beri secukupnya air (kurang lebih sampai daging hampir terendam. Masak sampai mendidih, lalu kecilkan api. Tutup wajan. Masak sampai air susut habis.
Langkah 3
Setelah air susut habis dan daging cukup empuk, tuang secukupnya minyak goreng. Tidak usah terlalu banyak karena cara goreng nya bukan di deep fry. Lebih ke arah tumis. Tumis sampai daging kecoklatan. Angkat dan sajikan.","Rp40,000",0
"Pork Udon ala Vietnam, kuah manis gurih enak banget!.",https://github.com/KostKater/ML/blob/main/Gambar/pork-udon-ala-vietnam-kuah-manis-gurih-enak-banget-.jpg?raw=true,kuah manis gurih enak banget!: Udon dengan daging babi dalam kuah manis gurih ala Vietnam yang menghadirkan kenikmatan tak terlupakan,"400 gr pork belly
2 buah wortel, potong2
2 porsi udon
Tambahan sayuran yg cocok: jamur, celery, pok coy (iris2)
Bahan kuah
750 ml air kaldu sapi (pake rebusan bekas bikin dendeng)
 Daging sapi geprek cabe ijo
500-700 ml air kaldu ayam (aku pake rebusan jantung ayam)
20-30 gr gula batu (wajib, jgn diganti)
1/2 sdm kecap ikan
1 sdt garam
1 sdt kaldu sapi
1 sdt kaldu ayam
1 buah sereh besar (geprek)
Bahan topping
Telur marinasi korea (opsional)
 Banchan Korea: Telur 1/2 matang yang dimarinasi (gyeranjang)
1 buah selada
1 genggam cilantro (daun wansui - kalau bisa ada ini salah 1 ciri khas)
2 buah Daun bawang, iris miring","daging babi, wortel, udon, jamur, celery, pok coy, kaldu sapi, Daging sapi, cabai ijo, kaldu ayam, gula, kecap ikan, garam, sereh, Telur marinasi korea, Banchan Korea, selada, cilantro, Daun bawang",300,15,10,30,0,"Langkah 1
Rebus daging babi sebentar di air panas sekitar 3 menit setelah itu pindahkan pork belly ke panci yg berisi air kaldu beserta dengan bumbu2 kuah lalu rebus sekitar 40 menit, dengan api kecil cenderung sedang
Langkah 2
Di menit ke-30 masukkan sayuran yg sudah kita potong2 lalu rebus bersama daging babi.
Langkah 3
Di menit ke 40 kita angkat babi lalu biarkan dingin setelah itu potong2 bite size. Kecilkan api di panci
Langkah 4
Rebus udon sampai lunak (3 menit) lalu pindahkan ke mangkok. Beri topping daging babi, selada, telur terakhir siram kuah ke udon
Langkah 5
Sajikan dengan sambal soto atau sambal bangkok. Enang bangettt
","Rp45,000","Telur,Kedelai,Seafood"
Bihun goreng babi,https://github.com/KostKater/ML/blob/main/Gambar/bihun-goreng-babi-.jpg?raw=true,"Bihun yang digoreng dengan potongan daging babi, menghasilkan hidangan mie yang lezat dan mengenyangkan.","2 lbr bihun jagung (sy pakai merk Bijag)
3 bh wortel uk sedang
1/4 bh kubis
8 bh bakso sapi
100 gr daging babi
2 bh cabe merah tanjung
1 btg daun bawang
Secukupnya kecap manis
Secukupnya kaldu jamur (bebas, mw pakai garam jg bisa)
1/2 sdt merica bubuk
2 sdm minyak untuk menumis
Secukupnya air putih
2 sdm bumbu putih (ada di resep)
 Bumbu Putih
2 sdm saus tiram
1 sdm kecap inggris
1 sdt kecap ikan
1 sdm minyak wijen
Secukupnya gulpas","bihun jagung, wortel, kubis, bakso sapi, daging babi, cabai, merah, tanjung, btg, daun, bawang, kecap, manis, kaldu, jamur, (bebas,, mw, pakai, garam, jg, bisa), /, merica, bubuk, minyak, air, saus tiram, kecap inggris, kecap ikan, minyak wijen, gula",400,20,15,40,0,"Langkah 1
Bersihkan sayur2an, daun bawan dan cabai (buang biji). Sambil menunggu didihkan air secukupnya (untuk seduh bihun).
Langkah 2
Potong sayuran, daun bawang sesuai selera, lalu iris serong cabai merah.
Langkah 3
Iris tipis bakso juga daging babinya. Daging babi setelah dipotong dimarinasi sebentar menggunakan kecap inggris dan kecap ikan.
Langkah 4
Taruh 2lbr bihun dalam baskom lalu seduh menggunakan air mendidih selama kurleb 10 menit / sampai bihun matang (tingkat kematangan sesuai selera ya). Angkat dan tiriskan. Lalu masukkan ke dalam wadah bersih lainnya.
Langkah 5
Mulai bumbui bihun dalam wadah campur dengan minyak wijen lalu aduk2 sampai bihun tidak lengket. Jika dirasa sudah tidak lengket tambahkan kecap manis, kaldu jamur, merica bubuk, aduk2 sampai rata lalu test rasa. Jika diras sudah cukup maknyuuss rasanya, sisihkan. (Nb: saya bumbui bihun terlebih dahulu, dengan tujuan agar rasa pada bihunnya merata)
Langkah 6
Tumis bumbu putih sampai harum dan agak berubah warna hingga kecoklatan, lalu masukkan daun bawang tumis hingga layu.
Langkah 7
Masukkan daging babi dan bakso, tumis bersama bumbu hingga daging berubah warna, lalu masukkan wortel dan kubis. Tambahkan saus tiram aduk rata, tambahkan air secukupnya. MasK hingga sayur dan daging matang.
Langkah 8
Tambahkan kaldu jamur/garam dan gulpas,test rasa, jika sudah oke rasanya baru masukkan bihun yg sudah dibumbui tadi.
Langkah 9
Masak hingga air surut dan sampai sayuran tercampur rata dengan bihunnya. Test rasa lagi, kalau ada yg kurang pas bisa ditambah bumbu lainnya.
Langkah 10
Jika sudah pas rasanya,matikan kopor, tuang dalam wadah, sajikan selagi hangat.","Rp35,000","Kedelai,Seafood"
Babi Tauco Rawit,https://github.com/KostKater/ML/blob/main/Gambar/babi-tauco-rawit-.jpg?raw=true,"Daging babi dimasak dengan tauco dan cabai rawit, memberikan hidangan yang pedas dan gurih.","Marinasi :
300 gr Pork Belly (iris2)
200 gr Kapsim Babi (iris2)
1 tsp Merica Bubuk
(Campur merata bahan2 di atas lalu diamkan sekitar 10 menit)
Bahan Lain :
5 siung Bawang Putih (geprek, cincang)
5 siung Bawang Merah (iris)
1 batang Sereh (ambil bagian putih nya saja lalu iris2 tipis)
2 pcs Daun Salam
3 iris Jahe (beserta kulitnya, cuci bersih dahulu)
1 pc Cabe Merah Besar (iris tipis)
1 genggam Rawit Hijau Utuh beserta batangnya - banyak sesuai selera
Secukupnya Air
Secukupnya Minyak untuk menumis
Bumbu :
Sedikit Garam
2 tbsp Shaoxing Wine / Angciu - optional agar lebih wangi
2 tbsp Kecap Asin (cap Angsa)
3 tbsp Kecap Manis - banyak disesuaikan
4 tbsp Tauco (saya pakai tauco asin botol merk Kokita) - banyak disesuaikan kalau suka aroma taco kuat boleh ditambah disesuaikan dengan banyaknya air ya
Secukupnya Merica Bubuk
1 tsp Vetsin HK / Totole
1 tsp Knorr Ayam
2 tsp Gula Pasir","daging babi, Merica Bubuk, Bawang Putih, Bawang Merah, Sereh, Daun Salam, Jahe, cabai Merah, Rawit Hijau, Air, Minyak, Bumbu, Garam, Shaoxing Wine / Angciu, Kecap Asin, Kecap Manis, Tauco, Merica Bubuk, Vetsin HK, Totole Knorr Ayam, Gula",300,20,15,15,0,"Langkah 1
Panaskan seccukupnya minyak dalam wajan. Masukkan bawang putih, sereh, daun salam, jahe, sedikit garam dan gula pasir. Tumis sampai wangi lalu masukkan bawang merah dan cabe, tumis sampai wangi dan bawang putih sedikit kecoklatan.
Langkah 2
Masukkan irisan daging yg telah di marinasi dengan merica. Aduk2 masak sampai berubah warna. Beri kecap asin, aduk, lalu siram dengan Angciu.
Langkah 3
Masukkan kecap manis, aduk, lalu masukkan tauco. Tumis sampai wangi lalu beri secukupnya air. Beri sisa bumbu2 lalu TEST RASA! Jangan terlalu asin krn air akan disusutkan sedikit. Kalau suka lebih berkuah disesuaikan saja ya bumbu2 dan jumlah air nya. Masak sampai mendidih.
Langkah 4
Lalu tutup wajan dan kecilkan api sampai paling kecil. Sesekali di check ya sampai daging empuk, di tengah2 buang daun salam nya agar tidak terlalu kuat bau nya. Kalau air mulai menyusut dan daging belum empuk, tambah lagi air. Ulangi proses sampai keempukan daging yg diinginkan. Setelah daging mulai empuk, masukkan cabe rawit utuh, tutup lg wajan. Setelah kematangan pas, test rasa terakhir. Angkat dan sajikan.","Rp40,000","Kedelai,Seafood,udang"
Sup Iga Babi (B2),https://github.com/KostKater/ML/blob/main/Gambar/sup-iga-babi-b2-.jpg?raw=true," Sup dengan potongan iga babi yang lezat dan gurih, memberikan sensasi kenikmatan yang memanjakan lidah.","1/4 kg Iga babi
Daun bawang + Seledri (iris potong)
2 batang sereh (memar)
Jika mau ditambahkan kacang merah silahkan, saya skip kacang Krn persediaan kacangnya habis. Pake apa yg ada saja dulu di dapur
Bumbu Halus
Merica
4 siung Bawang merah
5 siung Bawang Putih
1/4 ruas Jahe
1/4 ruas Lengkuas (memar)
1/2 sdt Garam
Kaldu bubuk Totole","Iga babi, Daun bawang, Seledri, sereh, Bumbu Merica, Bawang merah, Bawang Putih, Jahe, Lengkuas, Garam, Kaldu bubuk Totole",300,20,15,10,0,"Langkah 1
Daging iga babi di rebus lalu buang air kemudian rebus kembali dengan air hingga mendidih.
Langkah 2
Jika air rebusan sudah mendidih, masukkan bumbu halus, lengkuas + sereh
Langkah 3
Rebus sampai mendidih dan koreksi rasa dan masukkan daun bawang seledri. Jika sudah angkat dan hidangkan.","Rp35,000",Kacang
Sate babi pedas manis,https://github.com/KostKater/ML/blob/main/Gambar/sate-babi-pedas-manis-.jpg?raw=true,"Potongan daging babi yang ditusuk dan dipanggang dengan bumbu pedas dan manis, menciptakan hidangan sate yang menggugah selera.


","500 gr daging babi untuk sate
Tusukan sate
Bumbu halus
7 btr bwg merah
4 btr bwg putih
2 buah cabe merah besar, buang biji
3 btr cabe rawit
1 jempol laos
1 jempol jahe
3 cm kunyit
3 butir kemiri
1 sdm ketumbar
4 lbr daun jeruk, buang tulang tengahnya
Bumbu lain
50 gr gula merah, iris
3 sdm kecap manis
1 sdm margarin
1 sdm gula pasir
1/2 sdt garam
Bahan lain
2 sdm minyak
Secukupnya air
Secukupnya kaldu jamur
Secukupnya merica","daging babi, Bumbu, bawang merah, bawang putih, cabai merah besar, cabai rawit, laos, jahe, kunyit, kemiri, ketumbar, daun jeruk, gula merah, kecap manis, margarin, gula, garam, minyak, air, kaldu jamur, merica",200,10,10,15,0,"Langkah 1
Cuci bersih dan potong bumbu halus. Beri minyak dan blender hingga halus, sisihkan. Siapkan bumbu lainnya dan sisihkan.
Langkah 2
Cuci bersih daging iris dgn ketebalan 1cm, terus ak cacah tp tidak sampai putus baru iris dadu. Sisihkan.
Langkah 3
Panaskan pan, masak bumbu halus hingga matang. Warnany berubah dan jd sdkt menggumpal ya.
Langkah 4
Masukkan bumbu lainnya, beri sedikit air. Masak hingga rata dan air menguap. Beri sedikit merica dan kaldu jamur, Koreksi rasa. Angkat dan dinginkan.
Langkah 5
Campur bumbu dengan daging, aduk rata. Simpan dalam kulkas semalaman.
Langkah 6
Rendam tusukan sate kurleb 10-15 menit. Tiris dan mulai susun tusuk, lakukan hingga habis.
Langkah 7
Panggang di teflon / grill pan sambil dioles sisa bumbu hingga matang. Sajikan","Rp30,000",Kedelai
Sup Babi Kacang Merah,https://github.com/KostKater/ML/blob/main/Gambar/sup-babi-kacang-merah-.jpg?raw=true,Sup kaya rasa dengan daging babi dan kacang merah yang lembut dan gurih,"180 gram daging babi, iris sesuai selera
200 gram kacang merah jumbo (yang agak putih)
1 buah wortel
5-6 siung bawang merah
4 siung bawang putih
5-8 cm kayu manis
2-3 cm jahe
5 lembar daun jeruk
2 sdt garam
1 sdt gula
1/2 sdt lada
1/2 sdt kaldu jamur","daging babi, kacang merah jumbo, wortel, bawang merah, bawang putih, kayu manis, jahe, daun jeruk, garam, gula, lada, kaldu jamur",300,20,15,20,0,"Langkah 1
Cuci bahan², tiriskan.
Cincang bawang putih & bawang merah, sisihkan (boleh juga ditumis dulu). Rebus kacang merah sampai mendidih 3-5 menit lalu buang airnya, sisihkan. Potong/ iris daging sesuai selera, sisihkan.
Langkah 2
Didihkan air (kira² 1,2 liter), masukkan jahe yang sudah digeprek/ cukup diiris² tapi tidak putus, masukkan kayu manis.
Jika sudah mendidih masukkan kacang merah & daging, rebus sampai agak empuk. Buang kotoran yang mengambang.
Langkah 3
Masukkan bawang merah & bawang putih tadi, tambahkan garam, gula, lada, dan kaldu jamur. Masukkan wortel, lalu koreksi rasa.
Langkah 4
Tes apakah wortel sudah empuk, lalu masukkan daun jeruk (boleh diremas² atau digunting²), didihkan lagi sekitar 5 menit. Matikan api dan tunggu 5-10 menit, kuah siap dihidangkan. Wanginya aduhai bikin laper 😄","Rp40,000",Kacang
Tumis Rebung Samcan,https://github.com/KostKater/ML/blob/main/Gambar/tumis-rebung-samcan-.jpg?raw=true,Tumisan segar dengan rebung dan samcan babi yang menggoda selera dengan tekstur renyah.,"Marinasi :
300 gr Pork Belly (iris tipis2)
1 tbsp Kecap Ikan
1 tbsp Kecap Asin (cap Angsa)
1 tbsp Shaoxing Wine
1 tsp Totole / Vetsin HK
1 tsp Minyak Wijen
1/2 tsp Merica Bubuk
1 tsp Tepung Maizena
(Campur merata dan diamkan dalam kulkas minimal 30 menit)
Bahan Lain :
1 kaleng Rebung (saya pakai merk Ma Ling) - iris2 buang air nya
6 siung Bawang Putih (geprek, cincang halus)
1 tbsp Ebi Kering
1/4 Juhi Kering (iris tipis)
Sedikit Ikan Pihi Kering +- 3cm (iris tipis) - optional
Secukupnya Air (kalau suka agak berkuah pakai lebih banyak)
Secukupnya Minyak untuk menumis
Bumbu :
Sedikit Garam
2 tbsp Shaoxing Wine / Angciu
1 tbsp Kecap Ikan
1 tbsp Kecap Asin (cap Angsa)
1/2 kaldu block Maggi Ayam / 1/2 tsp Knorr Ayam
1 tsp Totole / Vetsin HK
1 tsp Gula Pasir
Sesuai selera Merica Bubuk","daging babi, Kecap Ikan, Kecap Asin, Shaoxing Wine, Totole / Vetsin HK, Minyak Wijen, Merica Bubuk, Tepung Maizena, Rebung, Bawang Putih, Ebi Kering, Juhi Kering, Ikan Pihi Kering, Air, Minyak, Garam, Shaoxing Wine / Angciu, Kecap Ikan, Kecap Asin, kaldu block Maggi Ayam, Knorr Ayam, Totole / Vetsin HK, Gula, Merica Bubuk",200,10,10,15,0,"Langkah 1
Panaskan minyak dalam wajan, tumis bawang putih, ebi, juhi, pihi dengan sedikit garam, gula dan kecap ikan. Tumis sampai wangi.
Langkah 2
Masukkan samcan yg telah di marinasi, tumis sampai kecoklatan. Lalu masukkan rebung. Siram dengan Shaoxing Wine / Angciu. Aduk2 sebentar.
Langkah 3
Beri secukupnya air lalu masukkan sisa bumbu2. Test rasa! Setelah rasa pas, kecilkan api lalu tutup wajan masak sampai samcan empuk dan rebung matang. Angkat dan sajikan.
Langkah 4
NOTE : kalau suka lebih kering tidak berkuah, air beserta bumbu2 dan kecap2 dikurangi takarannya ya agar tidak keasinan!!!","Rp35,000","Kedelai,Seafood,udang"
Tumis kentang maling,https://github.com/KostKater/ML/blob/main/Gambar/tumis-kentang-maling-.jpg?raw=true,Tumisan kentang dengan daging babi maling yang renyah dan beraroma sedap.,"1/2 kaleng maling, potong dadu
2 buah kentang ukuran kecil, potong dadu
1 buah bawang bombay kecil, cincang
2 batang daun bawang, iris serong
3 sdm kecap manis
secukupnya kaldu bubuk, garam, lada
100 ml air","kaleng maling, kentang, bawang bombay, daun bawang, kecap manis, kaldu bubuk, garam, lada, air,babi",300,10,10,30,0,"1/2 kaleng maling, potong dadu
2 buah kentang ukuran kecil, potong dadu
1 buah bawang bombay kecil, cincang
2 batang daun bawang, iris serong
3 sdm kecap manis
secukupnya kaldu bubuk, garam, lada
100 ml air","Rp30,000",Kedelai
Bakso goreng babi (non-halal),https://github.com/KostKater/ML/blob/main/Gambar/bakso-goreng-babi-non-halal-.jpg?raw=true, Bakso goreng dengan daging babi yang juicy dan cita rasa yang menggugah selera.,"500 gr daging babi giling
300 gr tepung tapioka
5 butir telur ayam (size 6)
1 sdt garam atau sesuai selera
1 sdt chicken powder
1 sdt penyedap
sedikit lada putih
sedikit garlic powder
","daging babi, tepung tapioka, telur ayam, garam, chicken powder, penyedap, lada putih, garam",250,15,10,20,0,"Cara Membuat
Langkah 1
Campurakan semua bahan di dlm wadah yg besar
Langkah 2
Aduk adonan sampai merata dan bulatkan sesuai selera ukurannya
Langkah 3
Goreng dengan minyak panas dengan api sedang sampai kekuningan dan krispi (10-15menit)
Langkah 4
Tiriskan dan siap di hidangkan dengan sambal kesukaan","Rp25,000",Telur
Kuah Santan Pedas Teklik Babi,https://github.com/KostKater/ML/blob/main/Gambar/kuah-santan-pedas-teklik-babi-.jpg?raw=true, Kuah santan pedas dengan daging teklik babi yang lezat dan kaya bumbu.,"3 kg teklik babi
1 lembar daun jeruk
2 sachet santa kara
15 siung bawang merah
10 siung bawang putih
2 ruas kunyit
secukupnya Penyedap
secukupnya Garam
secukupnya Gula pasir
sesuai selera Cabai
","teklik,babi, daun jeruk, santa kara, bawang merah, bawang putih, kunyit, Penyedap, Garam, Gula,Cabai",400,20,35,5,0,"Langkah 1
Potong teklik babi sesuai selera, cuci bersih. Lalu rebus sebentar sekitar 10 menit untuk menghilangkan kotoran dari teklik babi tersebut. Lalu cuci hingga bersih dan rebus hingga lunak
Langkah 2
Kupas bumbu, setelah itu goreng menggunakan minyak yang secukupnya
Langkah 3
Siapkan blender, lalu haluskan bumbu tadi yang sudah digoreng
Langkah 4
Setelah halus, tumis sebentar bumbu dan masukan selembar daun jeruk. Tumis hingga mengeluarkan aroma yang sedap
Langkah 5
Setelah itu, masukan teklik yang sudah di rebus tadi. Aduk hingga bumbu merata, lalu masukan air secukupnya, santan kara, gula, garam dan penyedap rasa sesuai selera
Langkah 6
Tunggu hingga mendidih. Lalu siap untuk di hidangkan","Rp40,000",0
Babi Tumis Kelapa Gongseng Sedap,https://github.com/KostKater/ML/blob/main/Gambar/babi-tumis-kelapa-gongseng-sedap-.jpg?raw=true,Tumisan babi dengan kelapa yang gurih dan gongseng yang sedap di lidah.,"300 kapsim babi, potong dadu
Garam
Kaldu
secukupnya Air
2 asam cikala
4 daun jeruk, sobek-sobek
Minyak goreng
1 sdt bumbu gongseng serbaguna
 Bumbu Bubuk Sebaguna
1 sdm kelapa gongseng
secukupnya Air
Bumbu halus
secukupnya Cabe rawit merah
3 bwg merah
2 bwg putih
1 ruas jahe
Lengkuas
2 batang daun serai
secukupnya Andaliman
Kunyit","kapsim babi, Garam, Kaldu, Air, asam cikala, daun jeruk, Minyak goreng, bumbu gongseng serbaguna, Bumbu Bubuk Serbaguna, kelapa gongseng, Air, cabai rawit merah, bawang merah, bawang putih, jahe, Lengkuas, daun serai, Kunyit",300,20,15,20,0,"Langkah 1
Tumis bumbu halus hingga wangi, masukkan daging (tumis sebentar kemudian tambahkan air, garam, kaldu (tutup/masak hingga daging empuk dan kuah kering). Opsional aja klo mau berkuah bisa ditambahkan lagi air panas secukupnya supaya cepat masak
Langkah 2
Tambahkan asam cakala, bumbu serbaguna, dan kelapa gongseng. Koreksi rasa
Langkah 3
Hidangkan","Rp35,000",0
SOP kacang merah iga babi,https://github.com/KostKater/ML/blob/main/Gambar/sop-kacang-merah-iga-babi-.jpg?raw=true, Sup kacang merah dengan iga babi yang lezat dan menghangatkan perut.,"2 kg iga babi (di rebus ± 45 mnt atau lebih smpai empuk)
5 siung bawang putih (di cincang halus lalu di tumis)
2 bungkus lada bubuk (di sesuaikan dengan kebutuhan)
2 sdm kecap asin
3 buah wortel
1 ikat daun sop
1 buah tomat (di potong memanjang)
±1 bungkus bumbu racik sop sayur (disesuaikan sesuai kebutuhan)
3 genggam kacang merah (di rendam semalamam)","iga babi, bawang putih, lada bubuk, kecap asin, wortel, daun sop, tomat, bumbu racik,sop sayur, kacang merah",400,25,15,30,0,"Langkah 1
Kacang merah yang sdah di rendam semalamam, di rebus ±30 mnt smpai empuk. Setelah itu tiriskan dan buang airnya.
Langkah 2
Masukan air baru secukupnya disesuaikan dengan kebutuhan, tunggu sampai mendidih kemudian masukan kacang merah dan wortel rebus smpai wortel empuk, kemudian masukan iga babi.
Langkah 3
Setelah itu masukkan lada bubuk dan bumbu racik sop sayur disesuaikan dengan kebutuhan.
Langkah 4
Koreksi rasa, jika sdah pas.
Masukan bawang putih tumis dan daun sop. Sajikan ","Rp50,000","Kacang,Kedelai,Seafood,udang"
Babi Tauco,https://github.com/KostKater/ML/blob/main/Gambar/babi-tauco-foto-resep-utama.jpg?raw=true,Olahan babi dengan tauco yang menghasilkan rasa khas yang menggoyang lidah.,"100 gram daging babi (bisa ganti daging sapi atau ayam)
2 sdm tauco
1/2 sdm kecap asin
2 buah bawang putih
1/2 ruas jahe, cincang halus
Secukupnya gula
Secukupnya lada
200 ml air","daging babi, tauco, kecap asin, bawang putih, jahe, gula, lada, air",300,20,15,15,0,"Langkah 1
Bersihkan daging, potong kecil-kecil sesuai selera.
Langkah 2
Panaskan wajan dan beri sedikit minyak. Masukkan bawang putih dan jahe yang sudah di cincang, tumis hingga harum.
Langkah 3
Kemudian masukkan daging dan tumis hingga berubah warna.
Langkah 4
Masukkan tauco, kecap asin, gula dan lada.
Langkah 5
Masukkan air, masak di api kecil. (Saya gak pakai garam lagi karena sudah asin dari tauco dan kecap asin, jika kurang asin silahkan ditambah garam).
Langkah 6
Selanjutnya bisa koreksi rasa. Jika rasa sudah pas bisa matikan kompor.
Langkah 7
Sajikan hidangan di atas piring. Selamat mencoba ","Rp40,000",Kedelai
Babi rica rica,https://github.com/KostKater/ML/blob/main/Gambar/babi-rica-rica-.jpg?raw=true,Daging babi dengan bumbu rica rica yang pedas dan nikmat di setiap gigitannya.,"3 kg Daging babi (dipotong dadu)
2 Lembar Daun jeruk
1 bungkus kunyit bubuk
2 btg sereh (digeprek)
secukupnya Daun kemangi
secukupnya Air
secukupnya Garam
secukupnya Gula
secukupnya Lada bubuk
bumbu halus
7 siung bawang merah
7 siung bawang putih
2 buah tomat
4 butir kemiri
1 ruas lengkuas
1 ruas jahe
5 buah Cabai kriting
30 buah Cabai rawit (bisa di sesuaikan)","Daging babi,  Daun jeruk, kunyit bubuk, sereh, Daun kemangi, Air, Garam, Gula, Lada bubuk, bawang merah, bawang putih, tomat, kemiri, lengkuas, jahe, Cabai kriting, Cabai rawit",300,20,15,10,0,"Langkah 1
Sangrai bumbu halus, kemudian di blender.
Langkah 2
Setelah itu tumis bumbu yang sdah di blender hingga wangi, kemudian masukan sereh dan daun jeruk.
Langkah 3
Tumis hingga berubah warna, masukan daging babi dan tumis hingga air keluar dari daging babi tersebut, masukan air mineral secukupnya.
Langkah 4
Masukan garam, gula dan lada bubuk secukupnya, jika rasa sdah pas, masukan daun kemangi. Siap di sajikan
","Rp45,000",Seafood
Japanese Pork Curry,https://github.com/KostKater/ML/blob/main/Gambar/012-japanese-pork-curry-.jpg?raw=true,Kari Jepang dengan daging babi yang lezat dan bumbu kari yang kaya rasa,"1 Kg Daging Babi Sengkel
2 Butir Bawang Bombay, potong dadu besar
1 Buah Apel / Nanas, potong dadu besar
2 Batang Wortel, potong dadu besar
3 Buah Kentang, potong dadu besar
2 Pack Curry Roux, saya pakai Warasa yg 1 packnya untuk 4 porsi","Daging Babi, Bawang Bombay, Apel, Nanas, Wortel, Kentang, Curry Roux",400,20,15,30,0,"Langkah 1
Bersihkan semua bahan. Siapkan air untuk merebus, di panci medium airnya didihkan setengahnya dulu. Masukan kentang terlebih dahulu. Sembari itu, tumis bombay yang dipotong dadu besar sampai matang lalu masukkan daging.
Langkah 2
Bila daging sudah matang, masukkan kedalam rebusan kentang. Kemudian tambahkan apel/nanas, wortel, dan bumbu kari jepang.
Langkah 3
Biarkan dimasak mendidih selama 15 menit, kemudian matikan kompor, tutup setengah. Kari kurang enak kalau langsung dimakan, ini saya makan besokannya dengan 2x di panaskan lalu didiamkan. itadakimasu !","Rp50,000",0
Garlic Pork Creamy Spaghetti,https://github.com/KostKater/ML/blob/main/Gambar/010-garlic-pork-creamy-spaghetti-.jpg?raw=true,Spaghetti creamy dengan daging babi dan bawang putih yang lezat dan memikat.,"1 Kg Daging Pork Belly / Pork Loin (bisa diganti sapi atau ayam)
2 Sdm Mentega + 1 Sdm Minyak/Olive Oil, untuk menggoreng daging
1 Bungkus Spaghetti (yang untuk 8 Porsi)
Bahan Saus :
2 Sdm Mentega, untuk menumis bumbu
8 Siung Bawang Putih, dikupas saja
2 Sdm Tepung Terigu
200 ml Creamer, saya pakai creamer kopi perbandingan 1 Sdm : 50 ml air
100 ml Kuah Kaldu Ayam
Secukupnya Dried Herbs, saya pakai rosemary, bisa pakai italian seasoning/parsley/basil/oregano
Garam dan Lada","Daging babi, Mentega, Minyak, Spaghetti, Mentega, Bawang Putih, Tepung Terigu, Creamer, air, Kaldu Ayam, Dried Herbs, Garam, Lada",500,25,20,50,0,"Langkah 1
Daging yang sudah dibersihkan, dikeringkan dengan kain agar tidak terlalu basah, lalu lumuri dengan garam dan lada.
Lalu goreng dengan api medium-high, tiap sisinya 5 menit bolak balik
Langkah 2
Sisihkan daging. Boleh di potong2 tipis dulu atau tidak.
Biarkan minyak sisa untuk dipakai menumis
Langkah 3
Tumis bawang putih utuh sampai layu. Kemudian tambahkan tepung, creamer, kaldu, dried herbs. Pastikan kekentalannya.
Langkah 4
Sembari menumis, rebus spaghetti kurang lebih 5 menit saja di air mendidih. Beri sedikit minyak di air rebusan.
Langkah 5
Masukkan spaghetti ke saus yang sudah mengental, tambahkan air rebusan pasta. masak sampai pasta sudah al dente.
Langkah 6
Daging bisa diganti dengan daging ayam atau sapi, sajikan, untuk pedas bisa pakai chilli flakes. bon apettit !","Rp40,000",Gandum
